marque,version,annee,kilometrage,energie,emission_C02,consommation_mixte,transmission,portes,puissance_fiscale,places,lieu,prix
PEUGEOT,null,2018,56500,Diesel,null,null,Manuelle,4,null,null,null,15990
Volkswagen,Golf 2.0 TSI 270 R 4Motion DSG6,2010,128500,Essence,195,8.4,Semi automatique,4,17,5,null,18490
BMW,COUPE F32 Coupé 420d 184 ch Luxury,2013,80000,Diesel,null,null,Manuelle,2,10,4,null,18990
Ford,2.0 TDCi 150 S&S 4x2 BVM6 ST-Line,2017,96500,Diesel,null,null,Manuelle,4,8,5,null,19490
Volkswagen,2.0 TSI 265 R,2012,86000,Essence,189,8.1,Manuelle,2,17,4,null,19990
AUDI,A3 Sportback 2.0 TDI 150 S tronic 6 S Line,2016,90000,Diesel,120,4.6,Semi automatique,4,8,5,null,23490
Mercedes,BERLINE 180 BM6 Style Line,2019,25500,Essence,null,null,Manuelle,4,7,5,null,24990
AUDI,Q5 2.0 TDI Clean Diesel 190 Quattro S Line S tronic 7,2014,108000,Diesel,154,5.9,Semi automatique,4,11,5,null,25990
Volvo,BUSINESS D3 AdBlue 150 ch Geartronic 8,2019,87000,Diesel,131,4.8,Automatique,4,8,5,null,28500
Mercedes,220 d 7-G DCT 4-Matic Fascination,2017,53500,Diesel,null,null,Automatique,4,9,5,null,29990
MERCEDES,Classe C Coupé 220 d 9G-Tronic Sportline,2016,65000,Diesel,124,4.7,Automatique,2,9,4,null,30990
Audi,2.0 TDI 190 S tronic 7 Quattro Design,2018,116500,Diesel,null,null,Automatique,4,10,5,null,32490
BMW,F20 LCI M140i xDrive 340 ch A,2016,76500,Essence,169,7.4,Automatique,4,23,5,null,35990
BMW,GRAN COUPE F36 LCI2 Coupé 430d xDrive 258 ch BVA8 M Sport,2019,69500,Diesel,null,null,Automatique,4,15,5,null,38900
LAND,null,2018,43500,Hybride,null,null,Automatique,4,null,null,null,74990
BMW,630Ci,2005,219997,Essence,216,9,null,2,17,4,null,13900
CITROEN,2.0 PALLAS,1978,24000,Essence,null,null,null,4,11,5,null,13900
BMW,2.0i,2000,135000,Essence,null,9.1,null,2,10,2,null,14900
MERCEDES,S500 A,2001,82000,Essence,285,11.9,null,4,22,5,null,17900
BUGGY,1600,1997,23434,Essence,null,null,null,2,6,2,null,23900
PORSCHE,TURBO,1987,168640,Essence,null,null,null,2,12,4,null,24900
BMW,528I,1979,112600,Essence,null,null,null,4,16,5,null,24900
FIAT,110F GAMINE,1968,18726,Essence,null,null,null,2,3,2,null,32900
PORSCHE,3.4i S 295 ch CABRIOLET,2008,89820,Essence,254,10.6,null,2,21,2,null,32900
BMW,635CSi,1985,68964,Essence,null,null,null,2,20,4,null,33900
LAND,Station Wagon E,2007,107700,Diesel,291,11.1,null,4,10,7,null,34900
MASERATI,GT,2002,82200,Essence,435,18.6,null,2,33,4,null,37900
PORSCHE,3.0i - CS,1994,128461,Essence,null,null,null,2,17,4,null,37900
TRIUMPH,HARDTOP,1962,98000,Essence,null,null,null,null,11,null,null,39900
TRIUMPH,OVERDRIVE,1958,9000,Essence,null,null,null,2,11,2,null,39900
PORSCHE,2.5 TURBO,1992,194830,Essence,null,null,null,2,11,4,null,39900
JAGUAR,3.8 OVERDRIVE,1961,5191,Essence,null,null,null,4,22,5,null,46900
BMW,M 343,2007,66000,Essence,292,12.1,null,2,25,2,null,53900
PORSCHE,(964) Cabriolet Carrera 2  tiptronic,1990,95000,Essence,null,null,null,2,22,4,null,56900
BMW,2.5,1990,37011,Essence,null,null,null,2,13,2,null,62900
ALFA,SPIDER 1600,1965,28000,Essence,null,null,null,2,9,2,null,69900
FERRARI,M GT 5.5 V12 440,2001,73672,Essence,null,21.6,null,2,40,4,null,74900
ALFA,TOURING,1960,22615,Essence,null,null,null,2,11,3,null,99900
MERCEDES,500 4 MATIC BERLINE LONG,2020,500,Essence,null,null,null,4,22,5,null,156900
PORSCHE,SPEEDSTER 3.2 TURBO LOOK,1989,72000,Essence,null,null,null,2,17,2,null,259000
FORD,Fiesta 1.25 Duratec Senso,2007,125000,Essence,null,5.80,Manuelle,4,5,5,null,2999
VOLVO,C30 1.6D 110 Summum,2008,199800,Diesel,null,4.90,Manuelle,2,6,4,null,3499
RENAULT,Clio 1.2 60 eco2 Dynamique,2010,72000,Essence,143,5.9,Manuelle,4,4,5,null,4499
RENAULT,Clio III Tce 100 eco2 Exception Euro 5,2010,105000,Essence,137,5.8,Manuelle,4,6,5,null,5499
VOLKSWAGEN,New Beetle Cab 1.6i 102 ch United,2008,145000,Essence,185,7.7,Manuelle,2,7,4,null,6499
DACIA,Lodgy 1.2 TCe 115 7 places Prestige,2013,115000,Essence,140,6.2,Manuelle,4,6,7,null,6999
CITROEN,C8 HDi 160 FAP Exclusive,2011,145000,Diesel,155,5.9,Manuelle,4,9,8,null,6999
KIA,1.0L 66 ch Active,2016,25942,Essence,null,null,Manuelle,2,4,5,null,8980
RENAULT,Clio TCe 90 E6C Limited,2019,29000,Essence,113,5.0,Manuelle,4,5,5,null,11999
RENAULT,Clio dCi 90 E6C Zen,2019,34999,Diesel,null,null,Manuelle,5,5,5,null,12980
RENAULT,Clio dCi 90 E6C Business,2019,21096,Diesel,null,null,Manuelle,5,5,5,null,12980
RENAULT,R90 City,2019,12020,null,null,null,Automatique,5,1,5,null,13300
RENAULT,dCi 90 Energy ecoé Intens,2016,68820,Diesel,null,null,Manuelle,5,null,5,null,13780
DACIA,Blue dCi 95 SL Techroad,2019,17636,Diesel,103,3.9,Manuelle,5,5,5,null,14480
RENAULT,TCe 90 - 19 Zen,2019,21134,Essence,null,null,Manuelle,5,5,5,null,14780
RENAULT,Clio dCi 90 E6C EDC Business,2019,20159,Diesel,null,null,Automatique,5,4,5,null,14980
RENAULT,Mégane IV Berline Blue dCi 95 Life,2019,12659,Diesel,null,null,Manuelle,5,5,5,null,14980
RENAULT,TCe 90 - 19 Zen,2019,15873,Essence,null,null,Manuelle,5,5,5,null,14980
RENAULT,TCe 90 Zen,2019,18928,Essence,null,null,Manuelle,5,5,5,null,14980
DACIA,TCe 90 Stepway Confort,2021,21270,Essence,null,null,Manuelle,5,null,5,null,15380
RENAULT,TCe 90 - 19 Zen,2019,14803,Essence,null,null,Manuelle,5,null,5,null,15380
RENAULT,Clio Blue dCi 85 Business,2020,17179,Diesel,null,null,Manuelle,5,4,5,null,15380
RENAULT,TCe 90 - 19 Zen,2019,10801,Essence,null,null,Manuelle,5,null,5,null,15480
DACIA,TCe 90 Stepway Confort,2021,8182,Essence,null,null,Manuelle,5,null,5,null,16380
DACIA,dCi 110 4x2 Prestige,2018,43796,Diesel,null,null,Manuelle,5,6,5,null,16380
PEUGEOT,1.2 PureTech 110ch S-amp;S EAT6 GT Line,2018,68843,Essence,null,null,Automatique,5,6,5,null,16480
DACIA,Blue dCi 115 4x2 Prestige,2018,34432,Diesel,null,null,Manuelle,5,6,5,null,16980
RENAULT,Kadjar dCi 110 Energy ecoé EDC Business,2016,20490,Diesel,null,null,Automatique,5,5,5,null,17780
RENAULT,Mégane IV Berline Blue dCi 115 EDC Intens,2019,32564,Diesel,null,null,Automatique,5,6,5,null,18980
RENAULT,TCe 140 FAP Intens,2019,29461,Essence,null,null,Manuelle,5,null,5,null,20480
RENAULT,Blue dCi 115 Intens,2019,20478,Diesel,null,null,Manuelle,5,6,5,null,20780
RENAULT,Blue dCi 115 Intens,2019,25000,Diesel,null,null,Manuelle,5,6,5,null,20980
PEUGEOT,1.2 PureTech 130 ch E6.c GT Line,2018,45000,Essence,null,null,Manuelle,5,7,null,null,22990
RENAULT,Scenic Blue dCi 120 Intens,2021,9000,Diesel,null,null,Manuelle,5,6,5,null,25980
LAND,Range Rover Mark I SDV8 4.4L Vogue A,2013,199800,Diesel,229,8.7,Automatique,4,24,5,null,33999
JAGUAR,X-Type 2.2 D Executive,2007,214000,Diesel,159,6.0,Manuelle,4,9,5,null,5490
RENAULT,Mégane III Coupé TCE 180 Dynamique,2009,118000,Essence,178,7.6,Manuelle,2,11,5,null,7390
PEUGEOT,1.6 HDI 115cH ALLURE 7Pl,2015,178000,Diesel,128,4.9,Manuelle,4,6,7,null,7490
SKODA,Fabia 1.0 MPI 60 ch BVM5 Edition,2019,28320,Essence,105,4.7,Manuelle,4,3,5,null,11390
PEUGEOT,208 1.6 THP 200ch BVM6 GTi,2013,120000,Essence,139,5.9,Manuelle,2,11,5,null,11490
MERCEDES,Classe E Coupé 220 CDI BlueEfficiency A,2010,159900,Diesel,163,6.2,Automatique,2,10,4,null,12990
MERCEDES,Classe B 200 CDI BlueEFFICIENCY Fascination,2012,145000,Diesel,121,4.6,Manuelle,4,7,5,null,12999
RENAULT,Grand Scénic dCi 130 Energy FAP eco2 Bose Edition 7 pl,2015,39900,Diesel,114,4.4,Manuelle,4,7,7,null,14499
KIA,Optima 2.0 Hybrid A,2014,92400,Hybride,119,5.1,Automatique,4,8,5,null,14999
AUDI,A7 Sportback V6 3.0 TDI 204 Ambition Luxe Multitronic 8 A,2011,180000,Diesel,135,5.1,Automatique,4,11,4,null,15990
HYUNDAI,Tucson 1.7 CRDi 141 2WD DCT-7 Executive,2017,98000,Diesel,129,4.9,Semi automatique,4,7,5,null,22290
VOLKSWAGEN,1.5 TSI EVO 150ch Carat DSG7 LED,2018,32000,Essence,null,null,Automatique,5,8,null,null,24990
MERCEDES,Classe A 45 Mercedes-AMG A Speedshift DCT 4-Matic,2016,56000,Essence,162,6.9,Automatique,4,26,5,null,37990
Ford,V8 gt,2008,155890,Essence,null,null,Automatique,2,null,null,null,null
TOYOTA,null,2004,150000,Essence,null,null,Manuelle,2,null,null,null,2990
PEUGEOT,null,2004,185000,Essence,null,null,Manuelle,2,null,null,null,2990
PEUGEOT,null,2005,125000,Essence,null,null,Manuelle,4,null,null,null,3390
RENAULT,null,2008,145000,Diesel,null,null,Manuelle,2,null,null,null,3690
TOYOTA,null,2006,170000,Diesel,null,null,Semi automatique,4,null,null,null,3990
RENAULT,Laguna III 2.0 dCi 150 FAP Dynamique A,2007,200000,Diesel,185,7.0,Automatique,4,9,5,null,4490
CITROËN,C4 1.6i 16V 110 Pack Ambiance A,2005,91000,Essence,180,7.6,Automatique,4,7,5,null,4490
PEUGEOT,null,2006,76000,Essence,null,null,Manuelle,4,null,null,null,4990
DACIA,Sandero 1.5 dCi 90 FAP Stepway 2,2013,150000,Diesel,130,5.0,Manuelle,4,5,5,null,5500
RENAULT,null,2010,150000,Diesel,null,null,Automatique,4,null,null,null,5990
CITROËN,C4 Picasso e-HDi 110 Airdream Exclusive BMP6,2012,168000,Diesel,120,null,Manuelle,4,6,5,null,5990
RENAULT,null,2011,200000,Diesel,null,null,Manuelle,4,null,null,null,5990
Citroën,PACK CLIM AIR DREAM,2008,77510,Diesel,115,null,Manuelle,5,4,5,null,5990
PEUGEOT,null,2012,185000,Diesel,null,null,Manuelle,4,null,null,null,6490
PEUGEOT,null,2015,224000,Diesel,null,null,Manuelle,4,null,null,null,6750
HYUNDAI,null,2012,97000,Essence,null,null,Manuelle,4,null,null,null,6990
Kia,1.0L ACTIVE,2015,98080,Essence,99,null,Manuelle,2,4,5,null,6990
RENAULT,null,2015,78000,Essence,null,null,Manuelle,4,null,null,null,6990
Peugeot,Premium 207 1.4 VTi 16V 95ch,2008,93090,Essence,145,null,Manuelle,5,6,5,null,6990
Peugeot,PREMIUM PACK,2007,87580,Diesel,120,null,Manuelle,5,5,5,null,6990
OPEL,null,2013,188000,Diesel,null,null,Manuelle,4,null,null,null,6990
VOLKSWAGEN,null,2009,184000,Diesel,null,null,Manuelle,4,null,null,null,6990
PEUGEOT,null,2012,144000,Diesel,null,null,Manuelle,4,null,null,null,7490
PEUGEOT,null,2013,181000,Diesel,null,null,Manuelle,4,null,null,null,7490
SEAT,null,2014,74000,Essence,null,null,Manuelle,4,null,null,null,7990
Peugeot,Premium 207 SW 1.6 VTi 16V 120ch,2009,87974,Essence,150,null,Manuelle,5,7,5,null,7990
Dacia,1.2 TCe 115 Lauréate 5 places,2013,97940,Essence,135,null,Manuelle,5,6,5,null,7990
Dacia,Silver Line Lodgy 1.2 TCe 116 5 places,2013,116610,Essence,135,null,Manuelle,5,6,5,null,7990
CITROËN,C4 VTi 120 Exclusive,2012,81000,Essence,143,6.2,Manuelle,4,7,5,null,8250
Nissan,2.0 DCI 150 FAP 8CV TEKNA,2011,138105,Diesel,155,null,Manuelle,5,8,5,null,8980
MINI,Mini 1.6i - 175 Cooper S A,2008,142000,Essence,165,6.9,Automatique,2,10,4,null,8990
BMW,null,2007,141000,Diesel,null,null,Automatique,4,null,null,null,8990
Renault,INITIAL 140,2021,3959,null,136,null,Automatique,5,7,5,null,24990
Volvo,II D5 AWD 235ch Inscription Geartronic,2018,149725,Diesel,142,null,Automatique,5,14,5,null,27990
Jeep,3.6 V6 284 Sahara BVA,2015,130000,Essence,256,null,Automatique,2,21,2,null,34990
Audi,2.0 TFSI 310 cv QUATTRO SPORTBACK Bvm6,2016,68000,Essence,162,7.0,Manuelle,4,20,5,null,37990
MINI,D 112 ch Cooper A,2013,138940,Diesel,138,5.2,null,2,6,4,null,10900
OPEL,1.2 Turbo 110 ch ECOTEC Innovation,2018,58791,Essence,111,4.9,null,4,6,5,null,12900
FIAT,1.0 70 ch Hybride BSG S/S Star,2020,4501,Essence,119,3.9,null,2,4,4,null,13500
RENAULT,TCe 100 Energy Business,2018,37726,Essence,120,5.4,null,4,5,5,null,13900
RENAULT,Business Blue dCi 115,2019,78567,Diesel,102,4.3,null,4,6,5,null,14500
DACIA,Blue dCi 115 4x2 Confort,2018,13193,Diesel,115,4.4,null,4,6,5,null,15500
RENAULT,Blue dCi 115 Business,2020,24854,Diesel,102,4.3,null,4,6,5,null,15900
BMW,Gran Coupe 418d 150 ch Sport,2016,142175,Diesel,118,4.5,null,4,7,5,null,15900
PEUGEOT,ALLURE BLUE HDI 100CV,2020,48900,Diesel,null,null,Manuelle,5,5,null,null,16990
CITROEN,PureTech 110 S&S BVM6 Origins,2020,14198,Essence,null,null,null,4,5,5,null,16990
RENAULT,TCe 140 FAP Business,2020,44481,Essence,122,5.7,null,4,7,5,null,17900
RENAULT,Zen Blue dCi 120,2019,63053,Diesel,127,4.8,null,4,6,7,null,17900
PEUGEOT,1.2 PURETECH 130CH E6.3 S&S ACTIVE,2019,19563,Essence,103,4.6,null,4,6,5,null,18900
FORD,1.5 L EcoBoost Trend 120 cv bvm6 4x2,2019,69501,Essence,156,6.9,null,4,7,5,null,18900
RENAULT,Business Intens Blue dCi 120 EDC 7 Places,2019,83321,Diesel,126,4.8,null,4,6,7,null,19500
PEUGEOT,Allure PureTech 130 S&S BVM6,2019,52439,Essence,118,5.1,null,4,7,5,null,20400
PEUGEOT,PureTech 130ch S&S EAT8 GT Line,2018,28662,Essence,124,5.4,null,4,7,5,null,20490
PEUGEOT,ALLURE PACK PURETECH 130CV EAT8,2021,23659,Essence,137,null,null,4,7,5,null,21900
RENAULT,TCe 140 FAP EDC Black Edition,2019,23582,Essence,133,5.8,null,4,7,5,null,21990
OPEL,1.2 Turbo 130 ch BVM6 Ultimate,2021,1267,Essence,133,null,null,4,7,5,null,22900
PEUGEOT,1.5 GT LINE BLUEHDI 130 EAT8 S&S,2020,63750,Diesel,102,4,null,4,6,5,null,24900
BMW,Touring 530d xDrive 258 ch Executive A,2016,96274,Diesel,149,5.7,null,4,15,5,null,26900
MERCEDES,180 7G-DCT Style Line,2019,10182,Essence,122,5.3,null,4,7,5,null,27900
PEUGEOT,130CV HDI EAT8 ALLURE PACK,2021,7791,Diesel,128,null,null,4,7,5,null,33900
VOLKSWAGEN,2.0 TDI 150 ch Carat Exclusive,2019,59500,Diesel,null,null,Automatique,5,8,null,null,31490
RENAULT,EXPRESS DCI 90 GRAND CONFORT 2019,2019,111217,Diesel,null,null,Manuelle,null,5,null,null,10800
Nissan,I (F15) 1.5 dCi 110ch N-Connecta,2018,99900,Diesel,107,null,Manuelle,5,5,5,null,11990
Mercedes-Benz,III  160 CDI Intuition,2015,138000,Diesel,98,null,Manuelle,5,4,5,null,13490
Nissan,I (F15) 1.2 DIG-T 115ch N-Connecta,2018,52000,Essence,128,null,Manuelle,5,6,5,null,13990
BMW,VI (F30) 320dA 184ch Sport,2012,115000,Diesel,118,null,Automatique,4,10,5,null,14990
Mini,II (F56) Cooper Chili BVA,2016,75000,Diesel,99,null,Automatique,5,6,5,null,15590
Audi,Sportback TSI 125cv Ambition luxe,2015,82000,Essence,117,null,Manuelle,5,6,5,null,16290
Nissan,1.6 dCi 130ch Tekna 7 places,2016,113000,Diesel,139,null,Automatique,5,7,7,null,16490
Citroën,Intensive EAT6 7pl,2015,63000,Diesel,null,null,Automatique,5,8,7,null,16690
Nissan,1.6 dCi 130ch 4X4 Toit ouvrant,2016,51000,Diesel,139,null,Manuelle,5,7,5,null,16690
Abarth,1.4 Turbo T-Jet 165ch 595 Turismo,2017,44500,Essence,139,null,Manuelle,2,9,4,null,17390
Audi,III 1.4 TFSI 140ch COD S Line,2014,102000,Essence,112,null,Manuelle,5,7,5,null,17390
Suzuki,Boosterjet Hybrid 129ch Style,2020,26000,null,128,null,Manuelle,5,7,5,null,18590
Seat,1.0 115cv FR 1er main 14000km,2020,14000,Essence,136,null,Automatique,5,6,5,null,19990
Peugeot,1.2 100CV STYLE EAT8 369/MOIS,2021,13000,Essence,122,null,Automatique,5,5,5,null,19990
Lexus,III 300h Executive,2014,115000,null,109,null,Automatique,4,9,5,null,20990
Renault,TCE 160cv GT LINE EDC Toit ouvrant,2020,22500,Essence,127,null,Automatique,5,8,5,null,21790
BMW,II (F25) xDrive35dA 313ch Luxe,2013,135000,Diesel,162,null,Automatique,5,20,5,null,22990
Volkswagen,VI 2.0 TSI 270 R 4Motion DSG6 5p,2011,138264,Essence,195,8.4,Automatique,5,17,5,null,23490
Volkswagen,VI 2.0 TSI 270 R 4Motion DSG6 5p,2010,108500,Essence,195,8.4,Automatique,5,17,5,null,23490
Mercedes-Benz,220 CDI Executive Edition,2018,80500,Diesel,138,null,Automatique,5,9,5,null,25990
Volkswagen,II 1.4 TSI 150ch ACT Carat DSG6,2017,62000,Essence,140,null,Automatique,5,8,5,null,30490
Seat,CUPRA 290 Toit Ouvrant,2019,41000,Essence,146,null,Automatique,5,18,5,null,31990
Audi,2.5 TFSI 360ch Plus quattro S tronic 7,2014,112000,Essence,197,8.5,Automatique,2,25,4,null,35990
Porsche,II (970) S E-Hybrid,2014,110000,null,71,null,Automatique,5,20,4,null,45990
Mercedes-Benz,320 CDI Cabriolet 7GTro,2007,99000,Diesel,291,null,Automatique,2,16,4,null,125990
Citroen,VTi 120 Airdream So Chic,2010,131200,Essence,136,5.9,Manuelle,2,7,5,null,6300
KIA,1.7CRDi 115CV ACTIVE TOIT PANORAMIQUE,2013,159500,Diesel,null,null,Manuelle,5,6,null,null,9490
Ds,1.6 bluehdi s&s - 120ch 110439Km,2015,110400,Diesel,null,null,Manuelle,5,6,5,null,9900
Peugeot,1.7 Xad 06/1997 209 730km Distri ok,1997,209722,Diesel,null,null,Manuelle,2,5,5,null,1490
Bmw,530d bva e60 pack luxe 279 825km,2003,279821,Diesel,null,null,Automatique,5,14,5,null,4990
Dacia,1.5 dci 90Ch Mcv 1ére main 159 682km,2015,159665,Diesel,null,null,Manuelle,5,4,5,null,5990
Mercedes,coupé cdi 220 pack amg 210 051km,2012,210048,Diesel,null,null,Automatique,2,9,4,null,11990
Mini,CLUBMAN JCW 306 ALL4 / TVA / 1ERE MAIN,2020,6573,Essence,null,null,Automatique,5,19,5,null,45970
FORD,1.6 TDCi 115 S&S FAP Trend,2012,141025,Diesel,139,5.2,null,4,6,5,null,8900
CITROEN,PURETECH 82 SHINE,2019,39932,Essence,113,4.9,null,4,4,5,null,9500
PEUGEOT,1.6 BlueHDi 100ch Allure Business S&S 5p,2017,100123,Diesel,79,3,null,4,4,5,null,11400
CITROEN,PureTech 82ch Feel Business S&S E6.d-TEMP,2019,40894,Essence,108,5,null,4,4,5,null,12900
RENAULT,Intens dCi 90 EDC,2019,47154,Diesel,105,3.9,null,4,5,5,null,13200
FORD,ST LINE 1.0 EBOOST 95CH M6,2020,44314,Essence,115,4.1,null,4,5,5,null,13500
PEUGEOT,1.5 BlueHDi 130ch S&S Active Business,2018,110732,Diesel,92,3.5,null,4,6,5,null,13800
PEUGEOT,1.6 BlueHDi 120ch S&S Active,2018,85606,Diesel,85,3.2,null,4,5,5,null,13900
FORD,1.5 EcoBlue 95ch Trend Business,2019,90975,Diesel,89,3.5,null,4,4,5,null,14200
SEAT,1.6 TDI 115 Start/Stop BVM5 Style,2020,37031,Diesel,95,4,null,4,6,5,null,14900
PEUGEOT,BlueHDi 130ch S&S EAT8 Active business,2018,99312,Diesel,93,3.6,null,4,6,5,null,14900
CITROEN,BlueHDi 100 Feel Business,2018,36382,Diesel,97,4,null,4,5,5,null,16400
RENAULT,Business Blue dCi 115,2020,59177,Diesel,122,3.9,null,4,6,5,null,17600
RENAULT,Life Blue dCi 120,2019,56587,Diesel,127,4.8,null,4,6,7,null,17900
FORD,2.0 TDCI 150CH TITANIUM POWERSHIT,2018,53266,Diesel,129,5.4,null,4,8,5,null,17900
RENAULT,TCe 160 FAP Initiale Paris,2019,44810,Essence,136,6,null,4,9,5,null,18900
RENAULT,Intens Energy dCi 160 EDC,2018,63630,Diesel,118,4.5,null,4,8,5,null,18900
RENAULT,Blue dCi 120 ZEN 7 PLACES,2020,43269,Diesel,null,null,null,4,6,7,null,20800
CITROEN,PureTech 130 S&S FEEL,2019,44196,Essence,118,5.3,null,4,7,5,null,21400
PEUGEOT,PureTech 130ch S&S EAT8 ACTIVE Pack - 5P,2021,24978,Essence,137,null,null,4,7,5,null,21900
PEUGEOT,PureTech 130 S&S BVM6 GT Line,2020,18409,Essence,102,4.5,null,4,7,5,null,22900
PEUGEOT,1.2 PURETECH 130CH E6.C S&S GT LINE EAT8,2019,35757,Essence,117,5.1,null,4,7,5,null,23900
BMW,sDrive18dA 150ch xLine,2017,43931,Diesel,132,5,null,4,8,5,null,32400
PEUGEOT,1.4 HDi 68ch BVM5 Active,2014,114503,Diesel,98,3.8,null,2,4,5,null,7900
PEUGEOT,1.6 BlueHDi 100ch BVM5 Active,2017,113249,Diesel,90,3.5,null,4,5,5,null,8900
KIA,1.6 CRDi 128 ch L,2015,125095,Diesel,132,5,null,4,7,5,null,9500
RENAULT,Business Energy dCi 75,2016,42298,Diesel,85,3.3,null,4,4,5,null,10500
MERCEDES,180 CDI BlueEFFICIENCY Design,2013,123734,Diesel,114,4.4,null,4,6,5,null,10500
VOLKSWAGEN,1.0 75 Trendline,2016,8978,Essence,116,5.1,null,2,4,5,null,10900
PEUGEOT,BlueHDi 100ch BVM6 GT Line,2018,116173,Diesel,95,null,null,4,5,5,null,11500
SKODA,1.0 MPI 60 ch BVM5 Edition,2020,8683,Essence,null,null,null,4,4,5,null,11900
PEUGEOT,1.2 PureTech 110ch S&S BVM5 Style,2017,10792,Essence,105,4,null,4,5,5,null,15900
PEUGEOT,2.0 BlueHDi 150ch S&S BVM6 Feline,2015,76161,Diesel,null,null,null,4,7,5,null,16800
RENAULT,Business Energy dCi 110 EDC,2018,64522,Diesel,104,4,null,4,5,5,null,16950
RENAULT,Intens Blue dCi 120 EDC,2019,102859,Diesel,126,4.8,null,4,6,5,null,17900
RENAULT,Intens Energy dCi 130,2016,29822,Diesel,103,4,null,4,6,5,null,17900
RENAULT,Life Blue dCi 120,2019,51235,Diesel,127,4.8,null,4,6,5,null,18400
RENAULT,Zen Blue dCi 120,2019,45146,Diesel,127,4.8,null,4,6,7,null,19400
PEUGEOT,1.2 Puretech 130ch S&S BVM6 Allure,2018,49823,Essence,117,5.1,null,4,7,5,null,20900
RENAULT,Business Blue dCi 120,2020,45304,Diesel,146,4.8,null,4,6,7,null,20900
PEUGEOT,ACTIVE PACK PURETECH 130CV EAT8,2021,24451,Essence,null,null,null,4,7,5,null,21900
NISSAN,DIG-T 117 N-Design,2020,6646,Essence,139,5,null,4,6,5,null,21900
PEUGEOT,1.5 BlueHDi 130ch E6.c Active Business S&S,2019,77091,Diesel,111,4.1,null,4,7,7,null,22900
PEUGEOT,Moteur electrique 136 ch GT Line,2020,18931,null,null,null,null,4,4,5,null,28900
RENAULT,E-Tech Plug-in 160 Initiale Paris HYBRIDE RECHARGEABLE / TOI,2021,4655,null,30,null,null,4,5,5,null,31000
PEUGEOT,130CV HDI EAT8 ALLURE PACK,2021,6440,Diesel,128,null,null,4,7,5,null,33900
JEEP,1.3 GSE T4 240 ch PHEV AT6 4xe eAWD S,2020,8827,null,49,null,null,4,10,5,null,34990
AUDI,50 TDI 286 Tiptronic 8 Quattro Design Luxe,2019,29124,Diesel,160,6.1,null,4,18,5,null,50900
RENAULT,TCe 120 Energy Intens,2017,74494,Essence,null,null,Manuelle,5,6,5,null,12480
RENAULT,Clio TCe 90 E6C Trend,2019,26265,Essence,null,null,Manuelle,5,null,5,null,12480
RENAULT,Twingo III SCe 65 Zen,2021,6511,Essence,null,null,Manuelle,5,4,4,null,12780
RENAULT,Twingo III TCe 95 Intens,2020,24520,Essence,null,null,Manuelle,5,5,4,null,12980
OPEL,1.2 75 ch BVM5 Edition,2020,28305,Essence,93,4.1,Manuelle,5,4,5,null,13780
RENAULT,Mégane IV Berline Blue dCi 95 Business,2019,37364,Diesel,null,null,Manuelle,5,null,5,null,14480
RENAULT,Clio Blue dCi 85 Zen,2019,58134,Diesel,null,null,Manuelle,5,5,5,null,14480
DACIA,dCi 110 4x2 Prestige,2018,80495,Diesel,null,null,Manuelle,5,6,5,null,14480
DACIA,dCi 110 4x2 Black Touch 2017,2018,21983,Diesel,null,null,Manuelle,5,6,5,null,14980
RENAULT,dCi 90 EDC Zen,2018,52302,Diesel,null,null,Automatique,5,5,5,null,14980
RENAULT,dCi 90 Energy Intens,2017,39876,Diesel,null,null,Manuelle,5,4,5,null,14980
RENAULT,Clio Blue dCi 85 Business,2019,33367,Diesel,null,null,Manuelle,5,5,5,null,14980
RENAULT,Clio Blue dCi 85 Business,2019,28778,Diesel,null,null,Manuelle,5,5,5,null,15280
RENAULT,Clio Blue dCi 85 Business,2019,22671,Diesel,null,null,Manuelle,5,5,5,null,15480
